pathway	pval	padj	log2err	ES	NES	size	leadingEdge
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE	0.912243074173369	0.912243074173369	0.00494945446267043	-0.542496975870631	-0.72382185786792	1	C3
WP_COMPLEMENT_ACTIVATION	0.526313724720975	0.912243074173369	0.00753380780647002	-0.652637653957538	-0.99541665448306	2	C2
WP_COMPLEMENT_AND_COAGULATION_CASCADES	0.652127778398302	0.912243074173369	0.0062130767503209	-0.396487048846505	-0.850539849899571	6	F5
WP_H19_ACTION_RBE2F1_SIGNALING_AND_CDKBETACATENIN_ACTIVITY	0.016053336556086	0.248856929925272	0.0509149270949529	0.991914433055326	1.32088960437344	1	H19
WP_HUMAN_COMPLEMENT_SYSTEM	0.338963139852868	0.912243074173369	0.00987130466895916	-0.660109467999245	-1.13240224603015	3	C2 F12
WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER	0.016053336556086	0.248856929925272	0.0509149270949529	0.991914433055326	1.32088960437344	1	H19
WP_MACROPHAGE_MARKERS	0.0355509899893246	0.248856929925272	0.0340406583797553	0.981727892022665	1.30732462769182	1	F3
WP_MESODERMAL_COMMITMENT_PATHWAY	0.690060569953331	0.912243074173369	0.00625189841873778	-0.653721270770994	-0.872221903132003	1	C9orf72
WP_OXIDATIVE_DAMAGE	0.417257471949161	0.912243074173369	0.00884588555319192	-0.791748901763545	-1.05638406577226	1	C2
WP_TYROBP_CAUSAL_NETWORK	0.912243074173369	0.912243074173369	0.00494945446267043	-0.542496975870631	-0.72382185786792	1	C3
WP_VEGFAVEGFR2_SIGNALING_PATHWAY	0.0355509899893246	0.248856929925272	0.0340406583797553	0.981727892022665	1.30732462769182	1	F3
